IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,candidate_0_gps,candidate_1_gps,candidate_2_gps,candidate_3_gps,candidate_4_gps,candidate_5_gps,candidate_6_gps,candidate_7_gps,candidate_8_gps,candidate_9_gps,candidate_10_gps,candidate_11_gps,candidate_12_gps,candidate_13_gps,candidate_14_gps,candidate_15_gps,candidate_16_gps,candidate_17_gps,candidate_18_gps,candidate_19_gps,reverse_0_gps,reverse_1_gps,reverse_2_gps,reverse_3_gps,reverse_4_gps,reverse_5_gps,reverse_6_gps,reverse_7_gps,reverse_8_gps,reverse_9_gps,reverse_10_gps,reverse_11_gps,reverse_12_gps,reverse_13_gps,reverse_14_gps,reverse_15_gps,reverse_16_gps,reverse_17_gps,reverse_18_gps,reverse_19_gps,rag_coordinates,rag_response
312972994_fffc6410ed_122_26519935@N00.jpg,26519935@N00,36.068388,120.35222,2.0,11.0,334.0,0.0056289042851176,0.0114932081409051,0.9828780049388116,"[45.760205, 126.64163]","[31.242159, 121.495013]","[37.52797, 126.968822]","[31.237169, 121.484756]","[31.239893, 121.499723]","[39.939652, 116.410733]","[31.240838, 121.496429]","[31.241921, 121.495227]","[31.240746, 121.485915]","[31.231298, 121.480293]","[39.890772, 116.309852]","[31.242049, 121.495013]","[31.2437, 121.507158]","[31.241, 121.496666]","[31.240297, 121.491336]","[37.560772, 126.988391]","[37.551139, 126.98837]","[31.247709, 121.472618]","[31.2539, 121.468963]","[31.234967, 121.46965]","[44.875751, -98.51757]","[55.948124, -3.025467]","[69.880434, 18.689031]","[44.007999, -97.526512]","[57.346347, -1.934409]","[33.760105, -84.398753]","[57.679209, -2.262754]","[28.279742, -96.743373]","[58.351802, -5.157308]","[51.711242, -5.188271]","[49.724891, -114.888908]","[57.574482, -4.090658]","[56.024099, -2.58316]","[28.279742, -96.743373]","[60.673378, -0.995957]","[51.7048, -4.311447]","[60.757985, -0.85865]","[50.11156, -120.787361]","[52.006808, -3.618289]","[51.447559, -2.598489]",,
314039220_7045707399_115_26519935@N00.jpg,26519935@N00,36.066445,120.33986,2.0,11.0,229.0,0.0002094071674397,0.0164410819216378,0.9833494606907732,"[34.452218, 108.632812]","[30.66222, 104.070705]","[58.530849, 31.27013]","[31.232283, 121.457336]","[31.339427, 120.722475]","[34.248978, 108.945993]","[39.981312, 116.487216]","[39.920269, 116.387786]","[39.055638, 117.283141]","[39.125665, 117.192535]","[31.292486, 120.594005]","[21.030998, 105.852617]","[39.95278, 116.380233]","[41.815593, 123.448905]","[40.027614, 116.279296]","[30.448673, 119.970703]","[32.064111, 118.730333]","[24.915708, 110.497055]","[34.27651, 118.599815]","[42.863634, 130.346946]","[51.711242, -5.188271]","[60.146438, -1.166883]","[55.190383, -6.709127]","[51.711242, -5.188271]","[51.711242, -5.188271]","[52.006808, -3.618289]","[51.216131, -114.715976]","[-32.716546, 152.187069]","[58.059666, -5.425834]","[55.188325, -6.711359]","[56.737473, -6.184616]","[58.581677, -4.773387]","[58.247029, -5.388107]","[58.8858, -3.428421]","[57.894257, -6.9525]","[58.886064, -3.431564]","[57.894086, -6.950483]","[57.500515, -6.635742]","[57.672858, -7.244453]","[57.579485, -5.578994]",,
314040879_b451d04e90_107_26519935@N00.jpg,26519935@N00,36.057842,120.331792,2.0,6.0,273.0,0.0001550114055453,0.4816766763593918,0.518168265101858,"[36.068943, 120.31042]","[36.098598, 120.371902]","[39.078108, 122.013387]","[35.112485, 129.023437]","[37.437656, 126.410236]","[35.150652, 129.156904]","[24.44793, 118.066635]","[36.052291, 129.379978]","[35.11373, 129.028844]","[24.457983, 118.075103]","[24.44793, 118.066635]","[36.06485, 120.379943]","[36.075742, 120.316772]","[35.155933, 129.154308]","[10.341319, 107.094775]","[22.599193, 114.305448]","[18.95346, 72.814338]","[36.120127, 120.190429]","[34.763977, 119.471902]","[39.814458, 119.509102]","[42.193888, -122.633612]","[51.517166, -0.612]","[33.375325, -84.799509]","[38.205543, -119.879379]","[37.666021, -80.623812]","[54.326372, -2.749521]","[43.049991, -76.147392]","[54.327027, -2.747334]","[34.158679, -116.873741]","[54.327949, -2.750723]","[54.322761, -2.745298]","[51.442506, -0.062098]","[46.577145, -116.707752]","[43.062005, 11.620659]","[40.146683, -75.226172]","[54.502222, -2.8]","[29.649421, -82.33989]","[34.204583, -118.448156]","[45.895833, -122.461833]","[49.010936, -119.405164]",,
314072056_7f36a76325_105_26519935@N00.jpg,26519935@N00,36.057495,120.333509,2.0,6.0,49.0,0.0004185925064774,0.4158664636483991,0.583714892258115,"[40.872896, 29.01266]","[43.336166, -3.01094]","[39.682503, 19.841362]","[-27.936919, -48.54249]","[-22.916658, -43.095588]","[-27.390345, -48.441439]","[-27.598292, -48.537511]","[22.218555, 114.032807]","[-27.100406, -48.613951]","[25.16894, 121.441261]","[38.770145, -9.126892]","[35.15895, 129.160916]","[34.40403, 133.506363]","[43.540203, -5.646951]","[35.284613, 139.693759]","[-27.092141, -48.605575]","[-22.943307, -43.160347]","[-27.574092, -48.423786]","[35.159423, 129.169093]","[16.848412, -99.906674]","[34.070858, -106.892865]","[34.514579, -116.841568]","[42.982125, -117.085182]","[36.018897, -115.561527]","[39.241602, -116.972217]","[44.828973, -111.431838]","[37.799145, -118.532631]","[39.84015, -115.86905]","[39.345941, -116.948853]","[37.354483, -117.364947]","[38.205543, -119.879379]","[36.949891, -115.201263]","[50.896997, -114.066935]","[33.664201, -116.572312]","[36.044935, -117.236309]","[36.496838, -118.214585]","[36.232227, -117.250406]","[36.246887, -117.076159]","[37.170439, -113.084936]","[36.923059, -117.495316]",,
314082998_2258bffbf3_100_26519935@N00.jpg,26519935@N00,36.050625,120.345869,2.0,11.0,214.0,0.000190007191152,0.2494183023171814,0.7503916567541893,"[22.383601, 114.276523]","[37.437656, 126.410236]","[22.204729, 114.024696]","[22.206398, 114.239788]","[35.096632, 129.030647]","[22.337572, 114.263906]","[22.292129, 114.241987]","[22.31019, 114.299054]","[24.447696, 118.06672]","[22.226104, 113.983497]","[22.294774, 114.138851]","[22.216092, 114.206657]","[-27.153178, -48.481378]","[16.067588, 108.214645]","[22.218523, 114.212579]","[35.170429, 128.999481]","[18.221932, 109.617805]","[22.542842, 114.431705]","[22.219458, 114.210011]","[18.219894, 109.529228]","[46.577145, -116.707752]","[42.193888, -122.633612]","[43.362666, -92.5545]","[43.049991, -76.147392]","[40.588314, -105.07711]","[39.790269, -86.238341]","[51.536259, 0.00854]","[38.531083, -121.761882]","[51.517166, -0.612]","[50.996349, 5.8678]","[44.875751, -98.51757]","[40.522477, -87.201662]","[41.818392, -87.96387]","[45.407892, 11.873205]","[52.39781, 0.26453]","[38.157878, -122.452326]","[44.51826, -98.987823]","[52.630372, 1.295608]","[50.87898, 4.702523]","[40.085689, -105.941076]",,
314092579_78da2a1cbe_114_26519935@N00.jpg,26519935@N00,36.055066,120.363378,2.0,12.0,273.0,0.000593663575799,0.1249285551079992,0.8744779317173368,"[-25.956462, 32.608108]","[36.052291, 129.379978]","[22.372102, 113.990793]","[-23.971989, -46.350031]","[1.284981, 103.859617]","[35.159423, 129.169093]","[35.155933, 129.154308]","[12.936716, 100.882613]","[24.44793, 118.066635]","[36.120127, 120.190429]","[24.457983, 118.075103]","[36.070331, 120.30796]","[24.447305, 118.067665]","[22.587666, 114.2735]","[18.94477, 72.792963]","[24.436053, 118.063545]","[24.58709, 118.10955]","[24.43199, 118.111867]","[22.272735, 113.576145]","[-8.046928, -34.859447]","[42.193888, -122.633612]","[34.158679, -116.873741]","[38.205543, -119.879379]","[50.441189, -119.678664]","[47.404833, -121.3745]","[46.577145, -116.707752]","[50.084824, -119.398174]","[41.137102, -120.972862]","[51.517166, -0.612]","[46.606629, -111.96477]","[46.854336, -114.067407]","[43.116961, -72.921409]","[45.636246, -121.556425]","[39.294035, -119.65677]","[38.218633, -108.580453]","[43.049991, -76.147392]","[43.837498, -110.486061]","[43.07185, -72.372844]","[39.311668, -120.184998]","[53.055144, -1.783046]",,
314100488_395a717328_99_26519935@N00.jpg,26519935@N00,36.055066,120.363378,2.0,15.0,181.0,0.0142201305366143,0.044222405330629,0.9415574333756922,"[36.059677, 120.378158]","[29.3438, 113.110771]","[24.486836, 118.102083]","[37.545938, 121.384677]","[24.446524, 118.080711]","[29.3438, 113.110771]","[22.609508, 120.296933]","[22.661224, 120.300035]","[36.058674, 120.368614]","[23.116522, 113.245182]","[26.582693, 106.698446]","[36.063393, 120.403976]","[30.257584, 120.222358]","[31.299729, 120.67916]","[22.577876, 113.8908]","[31.256376, 121.436305]","[39.02025, 125.747795]","[31.1925, 121.44]","[23.108065, 113.240085]","[31.221623, 121.55591]","[38.218633, -108.580453]","[32.401342, -110.690832]","[37.666021, -80.623812]","[42.193888, -122.633612]","[44.007999, -97.526512]","[40.350055, -121.766934]","[43.062005, 11.620659]","[34.75495, -111.063129]","[44.875751, -98.51757]","[34.158679, -116.873741]","[44.491469, 6.042823]","[57.09495, -3.489532]","[43.398609, -97.996177]","[34.406272, -111.410379]","[37.032222, -117.3415]","[37.278423, -107.893981]","[50.835215, -1.731033]","[51.517166, -0.612]","[35.9638, -95.852215]","[49.55167, 15.364166]",,
315104294_3e27ac2fb6_109_23812473@N00.jpg,23812473@N00,19.109568,-99.75809,1.0,7.0,234.0,0.0005100520863585,0.8695109470081377,0.1299790466146806,"[-17.3102, -66.4335]","[32.735595, -16.929416]","[57.257428, -6.190795]","[32.758334, -16.921005]","[57.397624, -6.295166]","[-39.1418, 175.647]","[62.413352, -143.087825]","[46.551659, 11.872615]","[-44.764896, 167.997736]","[57.502913, -6.172256]","[-39.14147, 175.626297]","[62.246312, -6.948165]","[57.307901, -6.194561]","[49.955748, -123.054428]","[57.25398, -6.191826]","[19.112245, -99.760494]","[64.012089, -18.954162]","[62.82454, 9.292274]","[44.333638, -121.838173]","[-39.1434, 175.629]","[43.210094, -79.601515]","[38.579, -92.172667]","[17.54525, 78.563125]","[22.19168, 84.5782]","[30.208531, -85.862754]","[35.515927, -97.627689]","[38.579166, -92.172334]","[30.546161, -91.054818]","[23.71181, 90.396537]","[30.529126, -97.626056]","[43.406, 3.697833]","[33.739408, -84.344194]","[42.469313, -93.820634]","[32.2744, -94.9783]","[41.823871, -71.411987]","[43.609016, 3.880255]","[33.760105, -84.398753]","[32.706512, -117.162204]","[42.855644, -72.560491]","[45.398419, 11.876521]",,
315107666_4aa66be92a_106_23812473@N00.jpg,23812473@N00,19.109568,-99.75809,1.0,7.0,116.0,0.0001272696873573,0.995671273586794,0.0042015801491501,"[62.418995, 6.834869]","[47.11131, 12.8326]","[45.688434, 6.881561]","[-16.194343, -68.238705]","[45.163158, 5.926094]","[28.004935, 86.68333]","[34.207259, 77.541503]","[45.598905, 24.683876]","[28.451788, -16.32843]","[-39.133921, 175.653362]","[37.113103, -3.271179]","[45.788713, 7.756948]","[37.172531, -118.699608]","[47.488136, -120.83476]","[42.8583, 0.090777]","[36.341643, 137.646718]","[39.592998, -105.745242]","[63.990417, -18.897857]","[44.742344, 6.398677]","[44.440153, 6.778564]","[30.208531, -85.862754]","[53.234447, -0.539139]","[41.277666, -96.0065]","[33.760105, -84.398753]","[33.760105, -84.398753]","[51.455333, -2.603833]","[34.009785, -118.497709]","[44.955323, -93.102285]","[43.508378, 16.439988]","[41.6419, -83.51835]","[36.197715, -95.847376]","[44.954412, -93.102189]","[36.879208, -94.865441]","[36.197715, -95.847376]","[33.953189, -84.545883]","[30.529126, -97.626056]","[33.760105, -84.398753]","[22.19168, 84.5782]","[33.760105, -84.398753]","[54.484833, -0.618834]",,
315129281_f86846ac95_88_55852171@N00.jpg,55852171@N00,39.919668,116.390544,2.0,11.0,109.0,0.0002766577368782,0.0015814681685482,0.9981418685768242,"[39.916582, 116.392593]","[39.913949, 116.36856]","[39.91238, 116.3953]","[39.917076, 116.390447]","[39.917133, 116.390355]","[39.916813, 116.390662]","[39.899201, 116.37268]","[39.916977, 116.39122]","[39.916517, 116.390619]","[40.178873, 115.883789]","[39.913933, 116.390576]","[39.913213, 116.390469]","[39.915451, 116.390731]","[39.908929, 116.390962]","[39.914896, 116.390737]","[39.93034, 116.397914]","[39.917233, 116.390737]","[39.933959, 116.398086]","[39.918031, 116.316719]","[39.906009, 116.387908]","[42.943417, -72.803242]","[42.193888, -122.633612]","[32.789051, -96.692631]","[44.875751, -98.51757]","[43.362666, -92.5545]","[41.058959, -73.54705]","[40.870448, -124.086402]","[44.143121, -87.569221]","[46.813777, -71.224493]","[28.279742, -96.743373]","[39.96273, -74.807351]","[42.079639, -70.679026]","[40.146683, -75.226172]","[51.75926, -3.594589]","[51.33971, -1.765698]","[40.898989, -85.4998]","[37.981834, -75.856261]","[44.007999, -97.526512]","[-30.085018, -51.659157]","[37.666021, -80.623812]",,
315157719_2af2fd3c23_102_23812473@N00.jpg,23812473@N00,-34.584605,-58.404693,2.0,12.0,57.0,0.0353851146477808,0.4485801599108381,0.5160345548853105,"[45.462553, 9.173111]","[42.372543, -71.056684]","[42.37198, -71.056845]","[39.286681, -76.612215]","[56.188463, 10.678367]","[-35.09449, 117.963123]","[35.272137, 139.682836]","[59.325199, 18.081132]","[44.412202, 8.918151]","[50.801839, -1.109758]","[41.95399, -70.658897]","[59.90352, 10.699503]","[29.309373, -94.793611]","[42.372519, -71.056609]","[42.371211, -71.057724]","[32.729888, -117.215967]","[-33.867413, 151.198418]","[50.608953, -2.447032]","[50.801415, -1.110509]","[-33.869348, 151.199407]","[22.1782, 84.857036]","[46.898794, 7.926807]","[49.263323, 4.026489]","[13.660999, 77.216033]","[49.525695, 5.936834]","[49.147858, 15.09958]","[48.823425, 10.691466]","[25.445996, 75.636577]","[52.006808, -3.618289]","[51.7048, -4.311447]","[18.08406, -15.97842]","[-6.166091, 39.191579]","[46.569733, 7.483448]","[42.027391, -88.198918]","[51.359752, 4.308033]","[47.255902, 9.447212]","[54.257879, -1.118459]","[22.255169, 84.856116]","[44.465556, 2.969972]","[47.557986, 11.139875]",,
315172335_1bc5ade875_120_23812473@N00.jpg,23812473@N00,-49.087808,-72.902526,1.0,7.0,233.0,0.0004896696438336,0.7975629438130625,0.2019473325949281,"[-54.781682, -68.233337]","[-50.991339, -73.055477]","[-49.264332, -72.898063]","[-50.955399, -72.916259]","[59.629748, -135.165309]","[-51.007274, -73.053073]","[-54.854477, -68.822822]","[-49.313411, -72.904356]","[-51.131107, -72.702026]","[-42.008744, -71.473617]","[-51.007382, -73.052558]","[-51.003547, -73.053417]","[-51.100934, -73.032989]","[61.773122, -149.15039]","[-49.31119, -73.017368]","[-41.177878, -71.483917]","[-51.096622, -72.579975]","[-41.137037, -71.320838]","[-51.116874, -73.123913]","[-51.25917, -72.345]","[33.584039, -111.949434]","[51.058714, 13.731365]","[54.484833, -0.618834]","[22.19168, 84.5782]","[53.795087, -1.760151]","[32.707559, -117.157022]","[34.676117, -82.831968]","[32.721262, -117.168449]","[53.747479, -2.483274]","[50.938865, 6.933166]","[35.515927, -97.627689]","[50.802719, 6.480994]","[36.160727, -95.988342]","[51.470069, -0.094864]","[46.477782, 30.731334]","[54.971166, -1.609334]","[51.517166, -0.612]","[37.771666, -122.430667]","[30.529126, -97.626056]","[33.769617, -118.152626]",,
315172845_58ee049f80_104_23812473@N00.jpg,23812473@N00,-49.087808,-72.902526,1.0,6.0,234.0,1.142914057616906e-05,0.9045394130697396,0.0954489790742476,"[50.039501, -123.256731]","[46.8355, -121.7317]","[46.922717, 10.924701]","[49.172613, -121.474113]","[46.976811, 11.216988]","[37.039283, -3.274612]","[45.659407, 7.009963]","[19.187326, -98.647613]","[31.061463, -7.931828]","[61.547076, 8.32901]","[45.990819, 7.762184]","[46.088388, 7.595912]","[52.096487, -126.005115]","[62.312183, 6.320142]","[43.348151, 42.471256]","[46.976788, 11.230763]","[46.048931, 7.371139]","[42.772041, -0.33509]","[70.173927, 22.098999]","[45.864739, 6.889302]","[49.263323, 4.026489]","[53.234447, -0.539139]","[30.529126, -97.626056]","[50.259511, 19.021711]","[13.743294, 100.53254]","[22.1782, 84.857036]","[51.388213, -2.365622]","[22.19168, 84.5782]","[18.771115, 102.260742]","[49.022152, 12.091162]","[9.588166, 123.730956]","[43.406, 3.697833]","[-27.484897, 153.054496]","[29.581266, -95.108245]","[24.086589, 90.197753]","[1.283722, 103.818347]","[22.258727, 84.887863]","[-6.774589, 39.241447]","[51.455333, -2.603833]","[50.72273, -3.53152]",,
315213452_d9235079bb_101_49777280@N00.jpg,49777280@N00,41.446329,-8.297166,2.0,14.0,333.0,0.0035542344509651,0.4067375079468611,0.5897082682738937,"[49.077155, 1.526026]","[40.456156, -3.598752]","[40.411705, -3.681074]","[41.980676, 2.828807]","[40.417711, -3.718357]","[40.456235, -3.599177]","[45.300308, 11.725931]","[37.394709, -6.008834]","[40.455339, -3.601155]","[48.892656, 2.392069]","[45.91054, 8.538351]","[40.954841, -4.130752]","[41.918469, 12.479578]","[43.670312, 3.90197]","[43.56174, 4.081089]","[40.660066, -7.910156]","[40.206549, -8.422715]","[45.473798, 9.181008]","[40.439769, -3.715288]","[41.899066, 12.475844]","[28.279742, -96.743373]","[51.216131, -114.715976]","[33.037854, -97.284139]","[22.879476, -109.910874]","[28.279742, -96.743373]","[28.279742, -96.743373]","[28.279742, -96.743373]","[28.279742, -96.743373]","[28.279742, -96.743373]","[33.760105, -84.398753]","[36.283166, -115.009732]","[6.218377, 31.55754]","[33.760105, -84.398753]","[50.109496, -119.368892]","[33.374255, -112.31309]","[33.265617, -111.971325]","[28.279742, -96.743373]","[-12.445586, 130.906541]","[36.272792, -115.013594]","[28.370105, -96.751785]",,
315217856_1a3f8afbb5_109_49777280@N00.jpg,49777280@N00,41.149383,-8.610105,2.0,11.0,12.0,0.2982529259318198,0.0500156547104779,0.6517314174549256,"[41.142596, -8.612422]","[41.145602, -8.610856]","[41.149379, -8.61034]","[41.145448, -8.61047]","[41.145585, -8.610577]","[41.14712, -8.607273]","[41.150223, -8.611049]","[41.141448, -8.610105]","[41.145634, -8.610599]","[41.149379, -8.61034]","[38.714849, -9.127369]","[38.710453, -9.131795]","[41.146963, -8.612079]","[38.711441, -9.136215]","[41.145666, -8.610833]","[41.140851, -8.610706]","[41.149379, -8.61034]","[38.779781, -9.206542]","[41.144858, -8.611135]","[41.147408, -8.616409]","[50.441189, -119.678664]","[49.343523, -117.749576]","[54.523472, -126.382255]","[50.084824, -119.398174]","[56.100289, -129.304618]","[50.669701, -121.971073]","[51.216131, -114.715976]","[39.638996, -106.373839]","[54.733343, -115.427856]","[50.109496, -119.368892]","[50.808538, -118.971118]","[54.522277, -126.387405]","[37.933976, -107.805941]","[51.216131, -114.715976]","[51.054344, -114.057312]","[45.241641, -75.989323]","[48.421081, -123.368736]","[46.606629, -111.96477]","[46.914666, -121.642501]","[50.50917, -116.030357]",,
315247273_171bd98ba3_101_23812473@N00.jpg,23812473@N00,45.926319,6.867828,1.0,6.0,111.0,0.0015661970418161,0.8606134088618234,0.1378203756897136,"[45.879345, 6.887419]","[46.386463, 9.88861]","[41.804717, 13.853244]","[50.152266, -122.993316]","[60.559979, -145.788574]","[45.988144, 6.569719]","[46.14654, 7.662792]","[46.501464, 8.171768]","[45.850564, 6.898727]","[45.976684, 7.767677]","[63.628879, -19.447174]","[63.097088, -151.016864]","[45.879345, 6.887419]","[45.928707, 7.872734]","[45.924869, 6.87193]","[46.526745, 10.095233]","[47.114833, 12.355]","[45.92799, 7.786388]","[47.249989, 9.335374]","[48.478383, -121.17937]","[53.234447, -0.539139]","[22.1782, 84.857036]","[22.19168, 84.5782]","[30.529126, -97.626056]","[50.72273, -3.53152]","[54.772988, -1.580048]","[33.760105, -84.398753]","[54.773124, -1.580196]","[9.147299, 40.493049]","[-6.166091, 39.191579]","[33.760105, -84.398753]","[22.258727, 84.887863]","[51.9898, -2.1582]","[35.991366, -78.903077]","[51.452362, -3.15962]","[-6.774589, 39.241447]","[53.235632, -0.52185]","[54.772907, -1.580357]","[50.364873, -4.142146]","[33.953189, -84.545883]",,
315248304_34cc3e6aea_103_49777280@N00.jpg,49777280@N00,41.149383,-8.610105,2.0,15.0,348.0,0.0012331636931932,0.0083006902093529,0.99046622927591,"[41.139146, -8.609139]","[41.142596, -8.612422]","[41.147573, -8.634352]","[38.712312, -9.13923]","[41.140754, -8.610427]","[41.141982, -8.611478]","[41.140644, -8.617059]","[41.140269, -8.618087]","[41.137966, -8.613334]","[38.714908, -9.143963]","[41.137615, -8.617336]","[38.750351, -9.140936]","[38.725669, -9.150369]","[41.149059, -8.611736]","[38.712178, -9.139401]","[38.713011, -9.131988]","[38.713911, -9.133243]","[41.149379, -8.61034]","[41.149379, -8.61034]","[41.138588, -8.610985]","[44.045339, -101.662588]","[40.601167, -73.504]","[-27.484897, 153.054496]","[51.732543, 0.139882]","[45.616, -84.976167]","[52.964356, -113.4165]","[32.265371, -111.273715]","[33.584039, -111.949434]","[-27.484897, 153.054496]","[49.698004, -112.895593]","[33.760105, -84.398753]","[51.054344, -114.057312]","[49.882468, -96.985158]","[45.494615, -95.114693]","[33.304573, -111.915535]","[34.913833, -111.468167]","[52.095922, -2.210392]","[37.695944, -105.546061]","[32.157247, -110.923976]","[43.398609, -97.996177]",,
315250382_760c517fb2_113_23812473@N00.jpg,23812473@N00,43.115645,-2.625732,1.0,6.0,309.0,0.0016747942706878,0.7608145424941881,0.2375107038743884,"[42.844758, 13.244705]","[43.231196, -4.897155]","[43.140048, 19.22369]","[42.692908, 0.639953]","[46.351311, 13.819461]","[45.825808, 6.278858]","[42.477034, 13.526315]","[42.404065, 19.817962]","[46.8014, 8.4611]","[46.030044, 6.9765]","[46.917499, 9.242935]","[46.299819, 5.98699]","[45.310511, 5.851421]","[42.692908, 0.639953]","[42.887473, 13.249511]","[46.395726, 13.631973]","[46.813201, 8.22395]","[44.208388, 6.172943]","[46.504822, 6.99845]","[46.427445, 13.719863]","[54.773167, -1.576023]","[54.772907, -1.580357]","[22.572083, 88.355317]","[22.19168, 84.5782]","[42.341711, -71.085464]","[54.772988, -1.580048]","[54.772932, -1.580486]","[54.773124, -1.580196]","[22.724829, 75.880209]","[13.062922, 80.26193]","[40.733714, -74.170997]","[54.777326, -1.60057]","[20.297533, 85.826787]","[23.779831, 90.410339]","[30.323518, -81.65525]","[35.991366, -78.903077]","[54.771261, -1.580293]","[42.591169, -70.660295]","[44.933261, -123.043807]","[40.809062, -96.698398]",,
315251374_21f8ef4ba5_115_49777280@N00.jpg,49777280@N00,41.149383,-8.610105,2.0,14.0,49.0,0.0001221539918105,0.0753903437678431,0.9244874979368234,"[41.142596, -8.612422]","[41.152032, -8.62152]","[41.140948, -8.612229]","[41.178653, -8.624267]","[41.138588, -8.610985]","[41.138471, -8.607798]","[41.137457, -8.611221]","[41.14035, -8.616371]","[41.149447, -8.611221]","[41.148732, -8.640296]","[41.142596, -8.617057]","[41.147767, -8.613281]","[41.137797, -8.614096]","[41.140673, -8.613667]","[41.140605, -8.609681]","[41.140196, -8.609601]","[41.137732, -8.615083]","[41.147767, -8.613281]","[41.138815, -8.609719]","[41.142337, -8.609333]","[44.045339, -101.662588]","[42.272799, -85.59122]","[42.32209, -83.176239]","[46.9145, -121.643334]","[44.143321, -87.568792]","[50.441189, -119.678664]","[41.659949, -86.215896]","[33.760105, -84.398753]","[43.398609, -97.996177]","[45.616, -84.976167]","[49.698004, -112.895593]","[40.748699, -73.642478]","[46.577145, -116.707752]","[33.760105, -84.398753]","[32.668136, -114.110226]","[60.963833, -149.133833]","[53.309108, -60.375881]","[46.914666, -121.642501]","[54.733343, -115.427856]","[43.2932, -114.697265]",,
315252341_69577b3902_102_49777280@N00.jpg,49777280@N00,41.149383,-8.610105,2.0,14.0,123.0,0.0145012631600991,0.0008005904303907,0.9846980843843304,"[38.714932, -9.130518]","[39.229726, -8.687782]","[40.115635, -8.246483]","[38.675057, -27.309265]","[38.711328, -9.13268]","[42.031826, -8.644781]","[41.169883, -8.607627]","[41.150837, -8.670605]","[37.125713, -7.651247]","[-37.997523, -57.549927]","[-20.377679, -43.416252]","[41.145715, -8.620018]","[41.158366, -8.665509]","[38.712342, -9.132094]","[41.436018, -8.292875]","[42.341417, -3.699334]","[41.695411, -8.831377]","[-2.547912, -44.325284]","[38.699946, -9.417707]","[-22.903464, -43.174316]","[51.216131, -114.715976]","[50.441189, -119.678664]","[33.760105, -84.398753]","[45.200401, -96.021102]","[54.733343, -115.427856]","[60.733303, -135.077349]","[48.421081, -123.368736]","[62.37591, -150.842885]","[33.760105, -84.398753]","[37.170439, -113.084936]","[43.882057, -110.684509]","[50.669701, -121.971073]","[46.606629, -111.96477]","[50.109496, -119.368892]","[45.841297, -84.72433]","[50.50917, -116.030357]","[49.343523, -117.749576]","[46.164376, -94.397792]","[50.896997, -114.066935]","[39.953882, -76.710662]",,
315483979_24b5e5f599_102_23812473@N00.jpg,23812473@N00,20.180287,-99.940567,2.0,11.0,13.0,0.0031670306217566,0.2602745860045274,0.7365583000669158,"[36.498562, -121.174864]","[37.410749, -118.495987]","[36.132883, -115.424251]","[-33.763879, 151.200392]","[34.097413, -118.729226]","[37.415572, -118.482227]","[30.508626, -98.823823]","[37.415572, -118.482227]","[31.917781, -106.043558]","[31.917781, -106.043558]","[37.742756, -119.537858]","[40.002914, -105.295017]","[37.410749, -118.495987]","[40.3899, -1.410884]","[-33.634344, 150.257434]","[31.917344, -106.044416]","[34.002456, -116.123803]","[36.498562, -121.174864]","[34.499134, -119.862502]","[-30.461251, 151.371688]","[49.263323, 4.026489]","[50.259511, 19.021711]","[51.219012, 4.401376]","[51.22208, 4.397709]","[48.134575, 11.699216]","[44.840366, -0.562362]","[40.683166, -73.97375]","[50.637363, 3.063104]","[23.71181, 90.396537]","[49.018413, 12.096365]","[50.941461, 4.036917]","[46.234878, 6.118612]","[59.437487, 24.745266]","[50.637594, 3.065099]","[52.32574, 9.81285]","[51.053609, 3.724919]","[51.456636, 7.011131]","[31.197751, 121.500034]","[51.335311, 12.372627]","[49.420819, 0.233588]",,
315519262_c1e9631fd8_102_40829484@N00.jpg,40829484@N00,37.599,-112.201995,2.0,10.0,118.0,0.0007322076037894,0.3627978539362857,0.6364699530627078,"[37.7247, -112.267913]","[37.617902, -112.175045]","[36.044241, -112.096767]","[37.752995, -112.331671]","[38.640648, -109.745269]","[37.219871, -112.923746]","[34.755787, -111.897125]","[39.263094, -108.262298]","[37.743933, -112.310242]","[37.221891, -112.91495]","[34.873241, -111.757822]","[37.244951, -112.95885]","[37.637072, -112.162857]","[36.196884, -112.049453]","[38.546697, -109.648075]","[38.698119, -109.550073]","[36.930803, -112.493047]","[37.209823, -112.983913]","[37.615087, -111.254596]","[38.279119, -109.371931]","[54.484833, -0.618834]","[43.381004, -3.216633]","[42.889264, -8.536042]","[51.174549, 4.399989]","[51.165728, 4.353901]","[52.312, 4.872666]","[43.361, -8.4205]","[50.810962, 3.298263]","[55.674722, 12.586111]","[-23.557889, -46.666102]","[57.698208, 11.988025]","[42.781495, -8.893604]","[40.755771, -73.982215]","[52.686333, -7.825333]","[23.71181, 90.396537]","[-21.225721, -50.444626]","[44.823368, 20.49139]","[48.158499, 17.12747]","[51.332616, 12.403883]","[51.219012, 4.401376]",,
